"SCFA","gene","relFreq_zeroTPM","relFreq_min10TPM","min_tpmAbd","mean_tpmAbd","median_tpmAbd","max_tpmAbd","model","model_deviance","model_meanAbsResid","freshInt_effect","freshInt_se","freshInt_pvalue","pastInt_effect","pastInt_se","pastInt_pvalue","phaseEffect","genderEffect","ageEffect","bmiEffect","ZIhurdle_freshInt_effect","ZIhurdle_freshInt_se","ZIhurdle_freshInt_pvalue","ZIhurdle_pastInt_effect","ZIhurdle_pastInt_se","ZIhurdle_pastInt_pvalue","ZIhurdle_phaseEffect","ZIhurdle_genderEffect","ZIhurdle_ageEffect","ZIhurdle_bmiEffect","logit_enoughObservationsAbove10TPMforEstimation","logit_modelDeviance","logit_tpmThreshold","logit_freshInt_effect","logit_freshInt_se","logit_freshInt_pvalue","logit_pastInt_effect","logit_pastInt_se","logit_pastInt_pvalue","logit_phaseEffect","logit_genderEffect","logit_ageEffect","logit_bmiEffect","freshInt_pvalue_correct","pastInt_pvalue_correct","ZIhurdle_freshInt_pvalue_correct","ZIhurdle_pastInt_pvalue_correct","logit_freshInt_pvalue_correct","logit_pastInt_pvalue_correct"
"Acetyl-CoA","K00194",0,0.991,4.1442,30.7507,30.9106,54.7054,"Gaussian",0.5694,NA,-0.2799,0.8569,0.7442,-1.0468,0.8553,0.2221,0.4917,-3.2411,-0.0251,0.0427,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.425,30.9106,-0.1283,0.3243,0.6925,0.0234,0.324,0.9424,0.3396,-1.0349,-0.0062,0.0253,0.9047,0.6785,NA,NA,0.9994,NA
NA,"K00196",0.009,0.1747,0,6.0817,4.5467,44.9601,"log-Gaussian",0.6576,NA,0.011,0.0652,0.8662,0.0449,0.065,0.4907,-0.034,0.226,0.0104,0.0279,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.5053,10,0.0724,0.44,0.8693,0.3865,0.4261,0.3643,-0.4736,0.6076,0.019,0.0419,0.9486,0.7974,NA,NA,0.9997,NA
"Acetyl-CoA","K00197",0,0.991,4.1236,26.9562,27.1198,49.5659,"Gaussian",0.6478,NA,-0.3371,0.744,0.6509,-0.7735,0.7426,0.2985,0.678,-3.5092,-0.0536,0.0072,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.4071,27.1198,0.1387,0.3193,0.6641,0.2794,0.3202,0.3828,0.4494,-1.0233,-0.0129,0.0414,0.859,0.7186,NA,NA,0.9994,NA
NA,"K00198",0,0.997,7.6993,34.977,35.1307,62.3657,"Gaussian",0.6042,NA,-0.4761,0.9498,0.6166,-0.4117,0.948,0.6644,0.7211,-3.7724,-0.0258,0.266,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.4595,35.1307,-0.2479,0.3331,0.4567,-0.211,0.334,0.5276,0.6623,-1.103,0.0073,0.0747,0.844,0.8639,NA,NA,0.9994,NA
"Acetyl-CoA","K00208",0,0.75,0.7614,20.0033,16.7336,99.2735,"Gaussian",0.5719,NA,0.5328,1.4331,0.7103,-1.2053,1.4305,0.4002,-1.1389,-1.4336,0.087,-0.6171,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.4147,16.7336,0.1451,0.32,0.6503,-0.0498,0.3207,0.8765,0.0131,-0.0289,0.0115,-0.0917,0.8899,0.7599,NA,NA,0.9994,NA
"Butyryl-CoA","K00209",0,0.8916,2.1355,19.2243,18.8578,44.5239,"log-Gaussian",0.5787,NA,0.0357,0.0405,0.3784,0.0991,0.0404,0.0148,0.0615,-0.1122,-0.0029,-0.0276,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.3212,18.8578,0.4212,0.3003,0.1607,0.7796,0.3038,0.0103,0.2617,-0.5852,-0.0206,-0.1143,0.7536,0.2834,NA,NA,0.9994,NA
NA,"K00215",0,1,29.554,169.0551,171.18,228.659,"Gaussian",0.4775,NA,-1.435,2.1477,0.5046,-5.8777,2.1441,0.0065,2.1577,-1.5371,0.038,0.6395,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.4754,171.18,0.5284,0.3385,0.1186,0.0447,0.3379,0.8948,0.3351,-0.2347,0.004,0.1048,0.8053,0.1995,NA,NA,0.9994,NA
NA,"K00219",0,0.9789,1.2436,26.0086,24.3627,70.2082,"Gaussian",0.6518,NA,-0.5681,0.91,0.533,-2.3931,0.9083,0.0089,0.7368,-2.0685,-0.1056,0.4544,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.4241,24.3627,-0.374,0.3232,0.2472,-0.6524,0.3259,0.0453,0.0478,-0.442,-0.0265,0.1069,0.8153,0.2262,NA,NA,0.9994,NA
"succinate","K00226",0.006,0.1114,0,4.9876,3.3258,39.739,"log-Gaussian",0.5718,NA,0.0669,0.0714,0.3497,-0.0913,0.0713,0.2013,0.0039,0.0801,-0.0045,-0.0193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.4401,10,-0.9865,0.5254,0.0604,-1.0956,0.5259,0.0372,-0.5619,0.3465,-0.0052,-0.0906,0.7435,0.6616,NA,NA,0.9994,NA
NA,"K00230",0,0.1355,0.3281,5.3198,3.5294,49.6312,"Gaussian",0.7602,NA,0.4666,0.4194,0.2669,-0.3871,0.4185,0.356,0.147,1.6183,0.0786,0.273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.5533,10,0.8352,0.467,0.0737,-0.2616,0.5375,0.6264,0.2619,0.2966,0.0565,0.045,0.7038,0.7464,NA,NA,0.9994,NA
"succinate","K00239",0,0.8765,2.8794,22.8998,19.8004,96.7182,"Gaussian",0.5389,NA,0.4577,1.4439,0.7515,-2.3501,1.4413,0.1042,-0.6328,0.1875,-0.0353,0.0386,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.2857,19.8004,0.0605,0.293,0.8365,-0.0616,0.2917,0.8329,-0.0221,0.1301,-0.0052,0.0432,0.908,0.5294,NA,NA,0.9997,NA
"succinate","K00240",0,1,14.7933,60.7436,58.5405,113.415,"Gaussian",0.6439,NA,-1.0733,1.6314,0.5112,-2.7978,1.6283,0.087,-0.3754,-1.1651,-0.2673,-0.1613,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.4135,58.5405,-0.0579,0.322,0.8572,0.0769,0.3193,0.8097,0.0836,-0.0886,-0.0353,-0.0686,0.8053,0.4991,NA,NA,0.9997,NA
"succinate","K00241",0,0.7229,0.5757,19.868,15.5069,107.557,"log-Gaussian",0.547,NA,0.0169,0.0761,0.8248,-0.0519,0.0759,0.4947,-0.0271,-0.0214,0.0031,-0.0414,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.3725,15.5069,0.1707,0.3107,0.5828,0.0363,0.3093,0.9065,-0.3008,0.1509,0.011,-0.0782,0.9339,0.7998,NA,NA,0.9994,NA
NA,"K00243",0,1,17.7195,107.6915,110.0255,159.645,"Gaussian",0.6845,NA,-2.2486,1.9567,0.2516,-0.9615,1.953,0.6229,1.7954,-12.5345,-0.2289,0.2101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.4683,110.0255,-0.3799,0.3379,0.2609,-0.2108,0.3356,0.53,0.081,-1.2848,-0.026,0.0306,0.7023,0.8468,NA,NA,0.9994,NA
"succinate","K00244",0,0.8042,4.0999,21.1048,17.2379,98.2861,"log-Gaussian",0.7238,NA,-0.0026,0.0464,0.9557,-0.0561,0.0463,0.2266,0.0998,0.0033,-0.006,-0.0225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.5429,17.2379,0.2405,0.3631,0.5077,-0.5602,0.362,0.1217,0.0848,-0.0764,-0.0521,-0.1016,0.9818,0.6844,NA,NA,0.9994,NA
NA,"K00248",0,1,18.024,57.6159,57.1964,96.9085,"Gaussian",0.6628,NA,-1.6062,1.1839,0.1761,0.6401,1.1816,0.5885,1.2928,1.4584,0.2146,-0.0388,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.429,57.1964,-0.2081,0.3247,0.5217,0.3008,0.3245,0.3539,0.1713,0.2107,0.0342,-0.0018,0.634,0.8303,NA,NA,0.9994,NA
"Butyryl-CoA","K00249",0,1,13.5399,41.3493,38.9496,120.491,"Gaussian",0.6456,NA,-1.1059,1.5912,0.4877,4.1425,1.5881,0.0096,1.0905,0.7842,-0.0225,-0.228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.3921,38.9496,0.1294,0.3142,0.6806,0.795,0.3179,0.0124,0.2802,3e-04,-0.0022,-0.0822,0.7965,0.2317,NA,NA,0.9994,NA
NA,"K00254",0,0.506,1.5499,13.3807,10.1421,88.6325,"Gaussian",0.6539,NA,0.4053,1.0274,0.6936,-1.5399,1.0254,0.1344,0.1765,1.9034,1e-04,0.1791,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.3481,10.1421,-0.1991,0.3059,0.515,-0.2087,0.3042,0.4926,0.2737,0.62,0.0047,0.1147,0.8805,0.5806,NA,NA,0.9994,NA
NA,"K00259",0,0.8223,3.6423,18.7049,15.7646,86.8559,"log-Gaussian",0.6581,NA,0.0065,0.0471,0.8895,-0.0574,0.047,0.2226,-0.034,-0.0711,-0.0052,5e-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.4623,15.7646,0.0927,0.3351,0.7821,-0.1728,0.3324,0.6031,-0.3161,0.204,-0.0229,0.0354,0.9574,0.6785,NA,NA,0.9997,NA
NA,"K00262",0,1,45.2314,151.3094,152.672,206.65,"Gaussian",0.5293,NA,-0.9669,1.9741,0.6247,-3.4875,1.9706,0.0779,0.5935,5.197,0.1546,0.6594,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.4887,152.672,0.6247,0.3453,0.0704,0.2184,0.3412,0.5221,-0.0613,0.6754,0.0224,0.1007,0.8476,0.4811,NA,NA,0.9994,NA
NA,"K00265",0,1,22.3188,95.0555,97.3262,129.239,"Gaussian",0.6876,NA,-0.8866,1.352,0.5126,-3.0217,1.3493,0.026,0.6175,-0.6315,-0.1612,0.532,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.5133,97.3262,-0.216,0.3521,0.5396,-0.3803,0.3505,0.2779,-0.0862,-0.3626,-0.025,0.1082,0.8053,0.3281,NA,NA,0.9994,NA
NA,"K00266",0,1,43.0533,217.045,222.526,284.653,"Gaussian",0.6378,NA,-3.3001,2.6983,0.2224,-4.3466,2.6932,0.1078,1.3739,-1.3642,-0.2596,0.9831,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.4523,222.526,-0.0264,0.3303,0.9362,0.0883,0.3308,0.7896,-0.3594,-0.3963,-0.0134,0.0431,0.6785,0.5381,NA,NA,0.9997,NA
NA,"K00275",0,0.3614,1.1049,10.604,8.0822,99.3821,"log-Gaussian",0.6877,NA,0.0698,0.0539,0.1965,-0.0114,0.0538,0.8325,0.031,0.1248,0.0067,-0.024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.4503,10,-0.0488,0.3394,0.8857,-0.0795,0.3415,0.8159,0.3148,0.3091,0.0178,-0.0298,0.6562,0.9372,NA,NA,0.9997,NA
NA,"K00278",0,1,16.548,93.2248,94.0269,139.087,"Gaussian",0.7074,NA,-1.345,1.5605,0.3896,-0.2224,1.5574,0.8865,2.6788,-6.2909,-0.2467,-0.349,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.5142,94.0269,-0.0346,0.3496,0.9212,-0.2429,0.3523,0.4905,0.186,-0.8051,-0.0339,0.0025,0.7566,0.9565,NA,NA,0.9997,NA
NA,"K00281",0.003,0.1988,0,7.0864,4.5531,77.8919,"log-Gaussian",0.6405,NA,0.058,0.0752,0.4414,-0.0204,0.0751,0.7859,-0.0203,0.3316,0.0051,-0.0209,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.4472,10,-0.2798,0.4117,0.4968,0.1839,0.3841,0.6321,-0.117,0.9364,0.0117,0.006,0.7786,0.922,NA,NA,0.9994,NA
NA,"K00282",0,0.4006,1.7316,9.9279,8.645,35.4187,"log-Gaussian",0.7179,NA,-0.072,0.0388,0.0647,-0.0656,0.0387,0.0914,0.0107,0.084,0.0086,0.0249,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.5401,10,-0.6522,0.3696,0.0776,-0.5391,0.3688,0.1438,-0.0538,0.5741,0.0518,0.1175,0.4554,0.5099,NA,NA,0.9994,NA
NA,"K00283",0,0.4307,1.9672,10.7377,9.0311,38.1236,"log-Gaussian",0.7221,NA,-0.0789,0.0384,0.0408,-0.0715,0.0383,0.063,0.0053,0.1181,0.0085,0.0233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.5797,10,-0.5106,0.3822,0.1815,-0.4227,0.3825,0.2691,0.0911,0.9678,0.0482,0.206,0.3793,0.4514,NA,NA,0.9994,NA
NA,"K00286",0,1,52.6287,178.76,180.43,213.389,"Gaussian",0.397,NA,-1.4913,2.0153,0.4599,-4.7685,2.0122,0.0185,1.8028,0.4758,0.1016,0.3164,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.4392,180.43,-0.3001,0.3272,0.3591,-0.3407,0.3283,0.2994,0.1349,-0.0996,0.0081,0.1306,0.7861,0.2973,NA,NA,0.9994,NA
NA,"K00287",0,1,24.3985,150.5219,150.2355,262.61,"Gaussian",0.6316,NA,-2.3214,2.1368,0.2783,-2.3816,2.1328,0.2652,1.4076,-7.2614,-0.0648,1.7766,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.5425,150.2355,0.2446,0.3623,0.4996,0.1714,0.3615,0.6354,0.3103,-0.4066,-0.0265,0.2722,0.7114,0.7025,NA,NA,0.9994,NA
NA,"K00290",0,1,15.2829,72.4801,73.8118,106.818,"Gaussian",0.755,NA,-1.9222,1.2836,0.1355,-1.9671,1.281,0.1259,0.378,-5.3486,-0.1911,-0.3641,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.6172,73.8118,-0.3459,0.3977,0.3844,-0.881,0.3954,0.0259,-0.2101,-0.8758,-0.0431,-0.0426,0.5816,0.5695,NA,NA,0.9994,NA
NA,"K00297",0,1,37.1005,143.5597,145.034,254.806,"Gaussian",0.619,NA,-0.492,2.1223,0.8168,-4.4273,2.1182,0.0376,1.3676,-2.5575,-0.0448,0.0189,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.465,145.034,-0.3231,0.3345,0.3342,-0.3151,0.3339,0.3454,0.0496,-0.0746,-0.0303,0.0651,0.9303,0.3682,NA,NA,0.9994,NA
NA,"K00303",0.003,0.4307,0,11.1851,8.3774,72.4946,"Gaussian",0.7517,NA,-0.3683,0.739,0.6186,2.0954,0.7375,0.0049,0.7518,-3.1258,0.0825,-0.2492,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.4476,10,0.1209,0.3321,0.7159,0.6638,0.3328,0.0461,0.1901,-0.2119,0.0086,-0.0511,0.8443,0.1792,NA,NA,0.9994,NA
NA,"K00324",0,0.247,0.0762,7.7737,5.7032,47.1811,"log-Gaussian",0.699,NA,-0.0348,0.0614,0.5708,-0.1308,0.0613,0.0337,0.0412,0.0951,-0.0057,0.0609,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.4603,10,-0.5698,0.3861,0.14,-0.3837,0.3806,0.3134,0.1639,0.2153,-0.0375,0.1959,0.8285,0.3612,NA,NA,0.9994,NA
NA,"K00325",0,0.238,0.1832,7.9166,5.9003,48.7989,"log-Gaussian",0.6955,NA,-0.0353,0.0593,0.5521,-0.1489,0.0591,0.0125,0.0436,0.0979,-0.0048,0.0638,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.5146,10,-0.2393,0.4073,0.5568,0.062,0.3983,0.8763,0.2727,0.2133,-0.0319,0.2395,0.8231,0.2604,NA,NA,0.9994,NA
NA,"K00330",0.003,0.5663,0,15.3209,11.1667,78.1199,"log-Gaussian",0.5671,NA,0.0507,0.0815,0.5342,-0.0361,0.0814,0.6574,-0.0478,-0.0257,0.0013,-0.0278,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.3706,11.1667,0.2598,0.3101,0.4022,0.312,0.3091,0.3127,-0.3508,0.2002,8e-04,-0.0453,0.816,0.8621,NA,NA,0.9994,NA
NA,"K00331",0,0.5271,0.3773,13.9447,10.7236,104.872,"Gaussian",0.5236,NA,0.7932,1.2858,0.5379,-1.1468,1.2835,0.3724,-1.6079,0.4871,0.0661,-0.4451,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.3539,10.7236,0.3432,0.3066,0.263,0.3397,0.3061,0.2671,-0.2344,0.2997,0.0071,-0.0901,0.8166,0.7525,NA,NA,0.9994,NA
NA,"K00334",0,1,18.9007,81.6373,80.6384,167.169,"Gaussian",0.6237,NA,0.5798,1.983,0.7702,0.3097,1.9793,0.8758,0.5848,-0.0565,0.5177,-0.0451,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.423,80.6384,0.0491,0.3245,0.8796,0.2032,0.3237,0.5303,0.1102,0.3707,0.0443,0.0574,0.9159,0.9515,NA,NA,0.9997,NA
NA,"K00335",0,1,14.4927,56.9496,55.6108,138.6,"Gaussian",0.5791,NA,0.1651,1.4827,0.9114,-0.2204,1.48,0.8817,1.005,-1.4712,0.2815,-0.1321,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.3848,55.6108,-0.0804,0.3159,0.7991,0.2467,0.3117,0.4286,-0.139,-0.1239,0.0368,0.0342,0.9663,0.9541,NA,NA,0.9997,NA
NA,"K00337",0,0.1657,0.0537,6.1435,3.7809,69.1047,"log-Gaussian",0.6557,NA,0.0526,0.0724,0.4683,-0.0221,0.0723,0.7606,-0.0174,0.2792,0.0038,-0.0252,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.4821,10,-0.4578,0.4542,0.3134,-0.0212,0.4215,0.9599,-0.2086,1.1482,0.0105,0.015,0.7898,0.9115,NA,NA,0.9994,NA
NA,"K00338",0.003,0.5271,0,13.839,10.4738,101.495,"log-Gaussian",0.5401,NA,0.0423,0.0788,0.5917,-0.0314,0.0786,0.6904,-0.0433,-0.0012,0.0032,-0.0395,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.3199,10.4738,0.1278,0.2997,0.6698,0.2696,0.2998,0.3684,-0.0885,0.2819,0.0064,-0.0871,0.8313,0.8796,NA,NA,0.9994,NA
NA,"K00339",0.003,0.1175,0,5.2082,2.9659,71.0541,"Gaussian",0.6828,NA,0.7465,0.6662,0.2635,-0.2587,0.6649,0.6975,-0.2452,1.2235,0.1121,-0.2868,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.5654,10,0.4664,0.5115,0.3619,-0.072,0.5461,0.895,0.1172,0.8544,0.0393,-0.0249,0.7025,0.8831,NA,NA,0.9994,NA
NA,"K00340",0.006,0.6114,0,15.857,11.8391,83.9839,"log-Gaussian",0.5217,NA,0.0486,0.0829,0.5579,-0.0669,0.0828,0.4195,-0.0252,0.0281,0.0042,-0.0309,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.3651,11.8391,0.3501,0.3093,0.2576,0.1032,0.3082,0.7377,-0.1125,0.1448,0.0156,-0.0975,0.8252,0.7658,NA,NA,0.9994,NA
NA,"K00341",0.003,0.3705,0,10.4852,8.0596,70.5323,"log-Gaussian",0.5307,NA,0.0272,0.0781,0.7281,-0.0343,0.078,0.6602,-0.0452,0.0396,0.0037,-0.0339,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.3977,10,0.4813,0.3234,0.1367,0.1317,0.325,0.6854,-0.3227,0.2169,0.008,-0.0413,0.8992,0.8634,NA,NA,0.9994,NA
NA,"K00343",0,0.4729,0.424,12.2628,9.5101,82.4458,"log-Gaussian",0.553,NA,0.0372,0.0764,0.6266,0.0135,0.0762,0.8599,-0.0682,0.0398,0.0043,-0.0416,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.4084,10,0.3122,0.32,0.3294,0.1014,0.3181,0.75,-0.2339,0.277,0.0097,-0.0838,0.8482,0.9467,NA,NA,0.9994,NA
NA,"K00346",0.003,0.3464,0,8.8806,6.7788,41.7001,"log-Gaussian",0.5571,NA,0.0781,0.0825,0.3449,-0.0598,0.0824,0.4687,-0.0325,-0.1143,-0.0042,-0.0088,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.3591,10,-0.0983,0.3234,0.7612,0.1197,0.3167,0.7054,-0.2656,-0.0738,-0.0115,-0.0228,0.7397,0.79,NA,NA,0.9994,NA
NA,"K00347",0.006,0.3373,0,8.7704,6.6343,48.4651,"log-Gaussian",0.5569,NA,0.067,0.0829,0.4194,-0.0497,0.0828,0.5486,-0.0422,-0.1219,-0.0039,-0.0076,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.3403,10,-0.0277,0.3205,0.9312,0.1209,0.3146,0.7008,-0.3674,-0.1739,-0.0114,-0.036,0.7658,0.8218,NA,NA,0.9997,NA
NA,"K00348",0.009,0.262,0,7.9822,5.4501,52.9563,"log-Gaussian",0.5931,NA,0.0783,0.0815,0.3375,-0.0651,0.0813,0.4245,-0.0515,-0.1407,2e-04,-0.008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.4776,10,0.2441,0.3784,0.5189,0.3383,0.3699,0.3605,-0.6052,-0.3551,0.0145,-0.0393,0.7353,0.7685,NA,NA,0.9994,NA
NA,"K00349",0.012,0.3916,0,10.1164,7.5326,53.6201,"log-Gaussian",0.5366,NA,0.0796,0.0871,0.3616,-0.0791,0.0869,0.3636,-0.0302,-0.1177,-0.0033,-0.0033,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.3096,10,0.3116,0.302,0.3023,0.0132,0.3038,0.9652,-0.3468,-0.1281,-0.0036,-0.0339,0.7493,0.7503,NA,NA,0.9994,NA
NA,"K00350",0.003,0.3735,0,9.7583,7.2807,53.6243,"log-Gaussian",0.5492,NA,0.0879,0.0858,0.3064,-0.0623,0.0856,0.4676,-0.0574,-0.1161,-0.0036,-0.0031,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.322,10,0.1906,0.307,0.5347,0.0175,0.3079,0.9547,-0.2886,0.1159,-0.0073,-0.0225,0.7218,0.7897,NA,NA,0.9994,NA
NA,"K00351",0.006,0.3072,0,8.2488,6.2166,38.0083,"log-Gaussian",0.5553,NA,0.0896,0.081,0.2699,-0.0506,0.0809,0.532,-0.0557,-0.1045,-0.0034,-0.0041,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.2999,10,0.2372,0.3134,0.4492,-0.0035,0.3184,0.9913,-0.2371,0.0543,-0.0075,0.004,0.7056,0.8151,NA,NA,0.9994,NA
NA,"K00375",0,1,24.1912,94.6619,96.5892,135.63,"Gaussian",0.5747,NA,-1.1643,1.8394,0.5273,1.4421,1.836,0.4329,3.0307,-1.562,-0.0996,0.7163,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.45,96.5892,-0.3569,0.3309,0.2808,0.6114,0.332,0.0656,0.3707,-0.5459,0.0043,0.1207,0.8126,0.7743,NA,NA,0.9994,NA
"Pyruvate","K00382",0,0.991,7.9953,32.1681,28.9884,106.275,"Gaussian",0.6515,NA,-0.3165,1.4114,0.8227,-3.2399,1.4087,0.0223,-0.4151,4.0814,0.2305,0.2261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.4042,28.9884,-0.3903,0.3174,0.2188,-0.9638,0.3222,0.0028,-0.2483,0.553,0.0278,0.0268,0.9329,0.3121,NA,NA,0.9994,NA
NA,"K00384",0,1,47.1287,189.0416,187.798,314.67,"Gaussian",0.6197,NA,-1.616,2.8598,0.5725,-7.8151,2.8544,0.0066,1.8801,0.4178,-0.0618,1.3661,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.3995,187.798,0.2551,0.3176,0.4219,-0.1493,0.3176,0.6382,0.0286,0.0766,0.0088,0.1616,0.8285,0.1995,NA,NA,0.9994,NA
NA,"K00385",0,0.991,6.0792,55.2539,55.6326,102.997,"Gaussian",0.6837,NA,-1.4626,1.4812,0.3244,-0.7217,1.4783,0.6258,1.5117,-4.4693,-0.1946,0.0534,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.431,55.6326,-0.3705,0.3248,0.254,-0.2434,0.3247,0.4534,-0.0242,-0.2315,-0.0214,0.0462,0.7314,0.8479,NA,NA,0.9994,NA
NA,"K00390",0,0.5301,1.0027,12.2517,10.4041,72.4132,"Gaussian",0.7294,NA,-0.4888,0.6918,0.4805,-1.2634,0.6904,0.0684,0.5322,0.6659,0.1942,-0.1301,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.5478,10.4041,-0.2206,0.3657,0.5464,-0.2995,0.3631,0.4095,0.4965,0.0156,0.0622,0.0512,0.7956,0.4627,NA,NA,0.9994,NA
NA,"K00394",0,0.991,7.1275,48.1307,49.4535,99.483,"Gaussian",0.7222,NA,-1.2243,1.2989,0.3468,1.4012,1.2963,0.2807,1.6367,-4.3787,-0.2106,-0.3574,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.439,49.4535,-0.3002,0.3275,0.3594,0.2723,0.3274,0.4057,0.2684,-0.084,-0.0324,0.0109,0.7418,0.7129,NA,NA,0.9994,NA
NA,"K00395",0,0.994,9.4402,64.9684,66.4832,128.679,"Gaussian",0.7154,NA,-1.9622,1.7864,0.2731,1.4801,1.7828,0.4072,2.9104,-6.6892,-0.2873,-0.4396,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.4318,66.4832,-0.0014,0.3243,0.9966,0.2885,0.3262,0.3764,0.3337,-0.357,-0.0318,-0.0424,0.7087,0.7615,NA,NA,0.9997,NA
NA,"K00425",0,0.7801,3.1037,17.8467,15.2473,86.3851,"log-Gaussian",0.5589,NA,0.0415,0.0551,0.4518,-0.055,0.055,0.3185,-0.0019,-0.0095,0.0055,-0.018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.3688,15.2473,0.182,0.3091,0.556,-0.1231,0.3101,0.6914,-1e-04,0.0463,0.0293,-0.0683,0.7824,0.7281,NA,NA,0.9994,NA
NA,"K00426",0,0.8614,3.7592,21.238,18.6613,108.29,"log-Gaussian",0.5758,NA,-0.0144,0.0523,0.7829,-0.054,0.0522,0.3015,0.0042,0.0666,0.0054,-0.0154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.4532,18.6613,-0.3786,0.3311,0.2529,-0.1604,0.3305,0.6275,-0.1565,0.4332,0.021,-0.034,0.9205,0.7199,NA,NA,0.9994,NA
NA,"K00428",0.003,0.1205,0,5.5588,3.1442,75.4369,"log-Gaussian",0.6616,NA,-0.026,0.0686,0.7051,-0.0498,0.0684,0.4674,0.0279,0.2731,0.0092,-0.0368,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.5289,10,0.2469,0.4982,0.6202,0.0103,0.508,0.9838,0.4053,0.6735,0.0332,-0.0556,0.8879,0.7897,NA,NA,0.9994,NA
NA,"K00432",0,0.6837,1.7912,17.7797,13.9095,87.2697,"Gaussian",0.783,NA,-0.833,1.015,0.4126,-1.341,1.0129,0.1868,-0.4021,-1.058,0.1612,0.5937,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.4388,13.9095,0.1275,0.3275,0.6971,-0.248,0.3282,0.4498,-0.0204,-0.2131,0.0231,0.0054,0.764,0.6475,NA,NA,0.9994,NA
